Transcript	Gene	sw480-1	sw480-2	sw480-3	sw480_APC_1	sw480_APC_2	sw480_APC_3	sw480_CONTROL_1	sw480_CONTROL_2	sw480_CONTROL_3
NM_031210	SLIRP	196.1983948	219.5387878	214.1659393	287.0147705	318.7839966	275.1287842	249.9948578	256.1715698	247.1698914
NR_052025	SLIRP	154.2368774	172.5854034	168.4533997	225.8131866	251.094223	216.6827087	196.5277405	201.3834229	194.3951263
NM_012245	SNW1	55.99362183	54.16562653	57.45576096	58.97437286	63.5017662	61.22536087	61.48615265	61.48752213	65.02676392
NM_001173978	C14orf178	1.528783441	0.912898898	1.054837108	0.826842964	1.125453711	0.813999891	1.203273535	1.108765125	0.723980784
NM_174943	C14orf178	1.49565196	0.893114805	1.031976819	0.808923781	1.101063013	0.796359003	1.177196503	1.084736109	0.708290756
NM_001142545	ADCK1	3.331693649	3.457923174	3.16673851	2.199780226	2.452713013	2.58491087	3.37153697	3.319152832	3.133018017
NM_020421	ADCK1	3.243703604	3.378897429	3.133347988	2.105229855	2.501647949	2.510063887	3.467894793	3.353859901	3.051737785
NM_004796	NRXN3	0.015761683	0	0.007768085	0.030998951	0.033152495	0.025176898	0.007753557	0	0
NM_001105250	NRXN3	0.020070445	0	0.009891642	0.059209667	0.094984584	0.042745985	0.009873142	0	0
NM_138970	NRXN3	0.020413928	0	0.010060927	0.06022298	0.096610136	0.043477539	0.01004211	0	0
NM_000793	DIO2	0.098559991	0.045272451	0.089676768	0.029821651	0	0.00807357	0	0	0
NM_001007023	DIO2	0.102234125	0.04696013	0.093019754	0.03093335	0	0.008374539	0	0	0
NM_001242502	DIO2	0.100051656	0.045957632	0.091033995	0.030272992	0	0.008195762	0	0	0
NM_001242503	DIO2	0.101803258	0.046762209	0.092627712	0.030802976	0	0.008339244	0	0	0
NM_013989	DIO2	0.102267429	0.046975423	0.093050055	0.030943425	0	0.008377267	0	0	0
NR_038355	DIO2-AS1	0	0	0	0	0	0	0	0	0
NM_152446	CEP128	2.709757805	2.632120371	2.574832201	3.037733793	2.861197233	2.931787968	2.868607521	2.394615889	2.617831469
NM_000369	TSHR	0	0	0	0	0	0	0	0	0
NM_001018036	TSHR	0	0	0	0	0.042802189	0	0	0	0
NM_001142626	TSHR	0	0	0	0	0.040644959	0	0	0	0
NM_015859	GTF2A1	11.6199131	11.8680706	11.52129936	7.887657642	9.037024498	9.207448959	11.76980495	10.9405489	11.3811245
NM_201595	GTF2A1	11.72861385	12.01983643	11.7686758	8.039949417	9.033539772	9.458033562	12.08980942	11.00505447	11.53108406
NR_048573	GTF2A1	11.49832439	11.74388599	11.40074253	7.819961071	8.942461967	9.111104012	11.6614933	10.83448696	11.2691803
NR_003021	SNORA79	0	0	0.340131164	0	1.088704228	0.734925628	0	0	0
NM_001256430	STON2	0.078497425	0.167407185	0.19896251	1.268146992	1.309073329	1.277760625	0.099295206	0.100098498	0.12745288
NM_033104	STON2	0.10078489	0.148599431	0.139815941	0.976399839	0.89505583	0.942081332	0.062432252	0.091629341	0.130811051
NM_005065	SEL1L	11.90217876	11.62104511	11.82199383	11.5303812	11.96608639	12.38257408	12.85515785	11.52588081	12.12722111
NM_001244984	SEL1L	7.463637352	8.26953125	7.414325714	8.772965431	8.922513008	9.003615379	8.519133568	7.774790287	7.787009716
NM_013231	FLRT2	0	0	0	0	0	0	0	0	0
NR_038445	LOC283585	0	0	0	0	0	0	0	0	0
NM_000153	GALC	0.883332193	0.854358733	0.882957041	0.04893731	0.026168529	0	0.538575709	0.458099514	0.471342623
NM_001201401	GALC	0.861313641	0.857209146	0.886445701	0.049822643	0.026641948	0	0.548319221	0.466387153	0.479869843
NM_001201402	GALC	0.875173211	0.833673954	0.862651527	0.049177941	0.026297202	0	0.541224003	0.432451904	0.47366032
NM_003608	GPR65	0	0.010632319	0.052651886	0	0.011235339	0.011376559	0.021021366	0.023840357	0.010118441
NR_046094	LOC283587	0	0	0	0	0	0	0	0	0
NM_021161	KCNK10	0.006440416	0.01281945	0	0	0	0	0	0	0.012199864
NM_138317	KCNK10	0.006432698	0.012804086	0.006340661	0	0	0	0	0	0.012185243
NM_138318	KCNK10	0.006727414	0.013390711	0	0	0	0	0	0	0.012743514
NM_001040428	SPATA7	1.91524601	2.332487822	2.508844376	1.288631439	0.901101053	1.556493521	2.355390787	2.277593374	2.339096069
NM_018418	SPATA7	1.895904183	2.269020319	2.436508417	1.250776172	0.858127475	1.507820606	2.361118078	2.22252965	2.318464756
NM_007039	PTPN21	3.839890957	4.695762157	3.723656416	2.820543051	2.51782918	2.905409813	3.494914532	3.408510923	3.592715263
NM_001160103	ZC3H14	19.59585953	21.20034218	21.06524658	15.93731499	16.7293148	17.44286728	21.32071114	22.55927849	20.97267532
NM_001160104	ZC3H14	19.56213188	21.21892357	21.03828621	15.94905663	16.70423889	17.41928673	21.29485893	22.62740326	20.98226547
NM_024824	ZC3H14	19.93892479	21.50616455	21.51568985	16.23174858	16.9838562	17.85971069	21.71343803	22.91586304	21.29587746
NM_207660	ZC3H14	19.29527664	21.21793175	20.6947403	15.98841953	16.47141457	17.3140831	20.87306404	22.39806747	21.05273056
NM_207661	ZC3H14	20.4676857	22.18844032	21.83215332	16.85944939	17.4319973	18.370121	22.05182838	23.63520813	22.09409332
NM_207662	ZC3H14	11.98141098	13.65962887	12.67720699	9.941630363	10.8509922	10.95331287	12.8738327	13.3151226	13.01458454
NM_183387	EML5	0.525470018	0.61683166	0.65740037	1.119578362	1.055657983	1.140666962	0.318143457	0.300672382	0.261606336
NM_144596	TTC8	13.35475349	13.77125072	13.01237202	11.73091507	11.80788517	11.72278118	12.59968948	11.59783936	12.33718491
NM_198309	TTC8	13.53912544	13.96137428	13.19201756	11.892869	11.97090244	11.86094856	12.77363777	11.75795746	12.50750923
NM_198310	TTC8	13.84580326	14.17221355	13.44195843	12.08743382	12.17104816	12.10175228	12.91482925	11.7743082	12.87219048
NM_001085471	FOXN3	19.62037468	20.53720284	19.98249054	6.419224262	6.94929409	7.12836647	26.40382385	24.35659599	25.80307198
NM_005197	FOXN3	19.62212944	20.47159386	19.92584229	6.437911034	6.949450016	7.114913464	26.26350403	24.23352051	25.70603561
NR_036500	FOXN3-AS1	2.646484613	3.16957593	3.492897511	2.823005438	3.113471508	2.149503946	3.662890196	4.15408802	3.483712196
NR_024620	FOXN3-AS2	0	0	0	0	0	0	0	0	0
NM_145231	EFCAB11	8.966810226	9.615869522	8.427423477	6.2885499	7.310244083	8.142341614	8.138112068	8.686532974	9.875307083
NM_001008744	TDP1	11.9814291	10.88743401	12.12079239	9.598239899	9.76044178	10.26268196	12.78597736	12.19089794	12.9969759
NM_018319	TDP1	11.52622032	10.48327351	11.61547565	9.40735817	9.47785759	9.857850075	12.29140568	11.73869324	12.54096222
NM_022054	KCNK13	0.767732382	1.146110773	0.775666714	0.679464519	0.524815679	0.470095456	0.490966231	0.749545693	0.454465508
NM_002802	PSMC1	172.1903839	181.1008911	188.2516632	143.7158051	156.0384521	150.6365814	212.053833	206.7076416	208.0350037
NM_017970	NRDE2	5.312846661	5.431406975	5.54557991	4.181940079	4.11770916	4.708289146	4.883309841	5.027366161	4.860817432
NM_006888	CALM1	110.2742844	112.0646439	110.978981	56.13419724	59.84292221	58.99953842	110.7602615	105.5643463	108.6802597
NR_033986	LINC00642	0	0	0	0	0	0	0	0	0
NM_001010854	TTC7B	6.133654118	5.26436615	6.032029152	5.229245186	5.133882046	5.228373051	6.851196289	6.263050079	7.608165264
NM_004755	RPS6KA5	4.887057304	4.88858366	4.706537724	4.05792284	4.143163204	4.062479496	5.090235233	4.715646744	5.833099365
NM_182398	RPS6KA5	3.890844345	4.290930271	4.311980724	3.784753323	3.583197355	3.516252756	4.593603134	4.012808323	5.03968811
NM_001102366	C14orf159	9.600468636	10.57898521	9.841632843	9.153758049	8.723480225	8.882202148	13.22357464	12.78590393	12.48276424
NM_001102368	C14orf159	10.61613178	11.72196865	10.84601974	10.14520931	9.665027618	9.842754364	14.6363945	14.18294334	13.840065
NM_001102369	C14orf159	10.01754379	11.19631958	10.44688606	9.591204643	9.36878109	9.336555481	13.78765678	13.41682911	13.30647182
NM_024952	C14orf159	9.892576218	10.89626026	10.18334866	9.520347595	9.002981186	9.202633858	13.72820282	13.30357552	12.84664154
NM_001102367	C14orf159	9.940716743	11.13207817	10.25651455	9.759025574	9.197824478	9.41946888	13.92734432	13.29521942	13.156106
NR_003709	SNORA11B	0	0	0	0	0	0	0	0	0
NM_001177676	GPR68	0.067565821	0.134487674	0.033299554	0.049831353	0.08882203	0.107926138	0.083093196	0.018847218	0.079992287
NM_003485	GPR68	0.06867031	0.136686131	0.033843901	0.05064594	0.090273984	0.109690398	0.084451512	0.019155312	0.081299908
NM_001080414	CCDC88C	3.234300137	2.989422321	2.872379065	6.109069824	5.97442627	6.042700291	4.29736042	4.337683678	4.337166309
NM_032560	SMEK1	23.86316109	23.16898346	24.70821953	23.69803429	24.33947182	24.60575676	24.73526192	24.20306206	25.68095398
NM_024764	CATSPERB	0.013396994	0.013333152	0.013205315	0.06587062	0.042268053	0	0	0	0
NM_001128595	TC2N	0.728485405	0.963374615	0.73773545	7.49731493	7.892224312	7.120018959	0.736355722	0.668081522	0.415873945
NM_001128596	TC2N	0.708010018	0.936297238	0.717000067	7.172140598	7.57859993	6.837272644	0.715659142	0.649303913	0.404185057
NM_152332	TC2N	0.720464766	0.93692106	0.71015662	7.302059174	7.678009987	6.956147194	0.718279481	0.64310652	0.400327265
NM_006329	FBLN5	1.027472615	0.967795432	0.9585163	1.028422356	0.791133404	1.035539031	1.552419543	1.473991275	1.494485617
NM_004239	TRIP11	6.00883007	6.741094589	6.22312212	4.892730713	4.874580383	5.101227283	6.299631119	6.204714298	6.460543156
NM_001127696	ATXN3	2.886773825	3.194571257	2.942396879	2.369078398	2.592756033	2.490711927	2.411708117	2.366780996	2.734158993
NM_001127697	ATXN3	2.811516523	3.124802351	2.80645895	2.245477915	2.48402524	2.439258337	2.358913898	2.388613224	2.683156252
NM_001164774	ATXN3	2.214188337	2.342327118	2.113827944	1.690113544	1.962226629	1.714826584	1.78234899	1.796768188	1.987141728
NM_001164776	ATXN3	2.290572643	2.386755228	2.159305334	1.723364234	2.012847185	1.817143202	1.860335708	1.895397305	2.031155109
NM_001164777	ATXN3	2.020792007	2.144716024	1.952975392	1.459331393	1.660333395	1.487864256	1.615375161	1.62061429	1.697143435
NM_001164778	ATXN3	2.453747511	2.516734838	2.35946846	1.896398544	2.185976505	1.981719255	2.000689983	1.975942373	2.139240503
NM_001164779	ATXN3	2.503849268	2.880363226	2.591426134	1.984239936	2.122087955	2.054655075	2.072161913	2.054231882	2.350553751
NM_001164780	ATXN3	2.59517169	2.938303232	2.680194616	2.050201654	2.223298311	2.150325775	2.122932911	2.090400219	2.416546822
NM_001164781	ATXN3	2.655478716	2.993768215	2.773540974	2.144240379	2.28563571	2.207076073	2.201938868	2.127857447	2.446932316
NM_001164782	ATXN3	1.940334678	2.09728837	1.904734612	1.423221827	1.605726719	1.38032949	1.533455849	1.517270923	1.649460673
NM_004993	ATXN3	2.951746941	3.22936511	2.978297234	2.394851446	2.634612799	2.578556061	2.47841692	2.452615738	2.769260645
NM_030660	ATXN3	2.723578453	3.030749083	2.811442375	2.172139883	2.330559492	2.298953533	2.271673203	2.217378855	2.4848032
NR_028453	ATXN3	2.897019148	3.17856741	2.890393734	2.306853294	2.578579903	2.528221607	2.405315161	2.420394182	2.743862867
NR_028454	ATXN3	2.664556026	2.976134539	2.719214201	2.079094887	2.269221544	2.243770361	2.194098711	2.181328058	2.455110788
NR_028455	ATXN3	2.874317169	3.153659105	2.867743731	2.288776398	2.558373451	2.508409739	2.386466742	2.401427269	2.722361088
NR_028456	ATXN3	2.643163681	2.952240705	2.697382927	2.062402725	2.251003027	2.225756168	2.176483393	2.16381526	2.435400009
NR_028457	ATXN3	2.836854696	3.112555742	2.83036685	2.258945465	2.525028706	2.475716352	2.355362654	2.370128155	2.686879158
NR_028458	ATXN3	2.86630106	3.162558794	2.85319519	2.282732487	2.56040597	2.524759054	2.395265341	2.400604248	2.714768648
NR_028459	ATXN3	2.928900957	3.204370737	2.955245972	2.376315832	2.614221573	2.558598757	2.459234715	2.433633089	2.747827053
NR_028460	ATXN3	2.388098478	2.452409744	2.256474495	1.794932961	2.119590998	1.919460893	1.915538788	1.934806943	2.103373766
NR_028461	ATXN3	2.827187061	3.017708778	2.877305746	2.307528257	2.557034731	2.521434784	2.378203869	2.334352732	2.697805405
NR_028462	ATXN3	2.871348858	3.168128252	2.858219862	2.286752701	2.557458878	2.529205561	2.399483681	2.404831886	2.719549894
NR_028463	ATXN3	2.346633673	2.630144835	2.458992958	1.870826721	2.016366005	1.970762849	1.944579363	1.907999158	2.250619411
NR_028464	ATXN3	2.789268494	3.100075006	2.784250975	2.227709055	2.464368582	2.419955969	2.340247393	2.369711876	2.661923885
NR_028465	ATXN3	2.808531046	3.118204355	2.830948591	2.262185335	2.515819311	2.419693708	2.318841457	2.314854383	2.686787367
NR_028466	ATXN3	2.366212845	2.652089834	2.479510069	1.886436105	2.033189774	1.987206101	1.960804224	1.923918843	2.269397974
NR_028467	ATXN3	2.748233318	3.072634459	2.736767769	2.195358753	2.429603338	2.407478094	2.321554422	2.341211557	2.623017073
NR_028468	ATXN3	2.781239986	2.969818592	2.591524124	2.122452259	2.391776085	2.229017258	2.201882362	2.230470657	2.497006416
NR_028469	ATXN3	2.659772158	2.97079134	2.714332342	2.075362206	2.272748709	2.239742041	2.190159559	2.177412033	2.450703144
NR_028470	ATXN3	2.045015335	2.168345451	2.008003235	1.500511765	1.720561504	1.490910649	1.594112158	1.562152624	1.728312612
NR_031765	ATXN3	2.149123669	2.442269802	2.283638	1.723671794	1.89150691	1.817894578	1.829492211	1.811223745	2.057160616
NM_004545	NDUFB1	116.5655518	126.4521179	121.1483994	128.9121704	142.5968781	135.9174042	133.8534088	129.5474091	129.8410187
NM_017437	CPSF2	26.92648506	27.80298233	29.16061592	31.71430397	33.96762848	33.07600021	31.76741791	32.04212952	32.53950882
NM_153648	SLC24A4	0.050077286	0.039870918	0.054296877	0.004924421	0.015799584	0.026663622	0.128098056	0.083813168	0.085373744
NM_153647	SLC24A4	0.04949243	0.039405264	0.05366274	0.004866908	0.01561506	0.026352216	0.126601979	0.082834303	0.084376663
NM_153646	SLC24A4	0.04957369	0.039469961	0.05375085	0.004874899	0.015640697	0.026395483	0.126809865	0.082970314	0.084515192
NM_024832	RIN3	7.007209778	6.061471939	5.805306435	10.44709778	10.57857227	10.39059162	7.178198338	7.244053841	7.338496685
NM_001008530	LGMN	26.69797325	25.70863342	25.06805801	31.05902481	31.16113663	31.64741898	31.27100563	30.08657265	29.74638939
NM_005606	LGMN	28.1355629	27.08992004	26.48294258	32.79454041	32.89929962	33.33782959	33.04176712	31.7862854	31.38606453
NM_005113	GOLGA5	18.13070679	18.90910339	20.02903175	13.88532639	14.11185551	13.75538826	21.33968925	21.16221237	21.09726524
NM_001275	CHGA	2.317345619	2.306302309	1.864644647	0.046506014	0.024868427	0.025181007	0.069793403	0.105537042	0.089585096
NM_001142594	ITPK1	17.1660099	15.43753529	15.74820709	22.8292675	22.82019424	22.90513802	15.02353477	16.01899147	15.65451527
NM_001142593	ITPK1	37.5955658	33.21630859	34.05496597	50.25308228	49.39968872	46.11200714	32.89478302	33.77437973	33.01833725
NM_014216	ITPK1	37.27801514	32.65174866	33.45429993	49.61914444	48.63653564	45.49477386	32.3345871	33.29776001	32.36271286
NR_002808	ITPK1-AS1	0	0	0	0.02029299	0	0	0	0.011512823	0
NM_022151	MOAP1	15.29036522	14.93901062	14.48055267	13.09016228	11.32997131	12.51532364	17.30483627	14.60756874	16.07219315
NM_015676	TMEM251	20.24856186	20.15206909	19.43499756	18.60516739	21.96571541	21.27969551	22.64047432	22.29652977	21.9969101
NM_001098621	TMEM251	15.17003441	14.68358994	14.16991329	13.72723103	16.15295029	15.63083839	16.4510231	16.37774658	16.44621277
NM_032490	C14orf142	16.88369942	15.61760998	16.0347538	24.35889053	25.0142765	23.8413372	16.12601471	15.12585354	15.83547974
NM_175748	UBR7	25.82874298	26.53865433	26.86428452	23.03277016	24.75667572	23.52199745	28.29370689	26.95152092	27.2378273
NR_038150	UBR7	26.00031471	26.5786953	27.08629036	23.16579628	24.81797218	23.68483734	28.47753143	27.25434685	27.47905731
NM_001002860	BTBD7	6.627696037	6.954659462	6.876704693	6.112559795	6.260564804	6.68636179	6.942609787	6.399710178	7.073484421
NM_018167	BTBD7	5.098088264	4.28744936	5.080775261	5.549753666	5.500047684	5.769509315	5.163815022	4.701822758	5.416548729
NM_020818	UNC79	0.039920542	0.011351516	0.033728037	0.028040312	0.041983638	0.04251134	0.028054133	0.012726489	0.010802877
NM_182971	COX8C	0	0	0	0	0	0	0	0	0
NM_178013	PRIMA1	0.158825949	0.237103611	0.117415138	0.234275624	0.320148617	0.324172676	0.169282466	0.059071828	0.112821989
NR_027004	FAM181A-AS1	0	0	0	0	0	0	0	0	0
NM_001207071	FAM181A	0	0	0	0	0	0	0	0	0
NM_138344	FAM181A	0	0	0	0	0	0	0	0	0
NM_001207074	FAM181A	0	0	0	0	0	0	0	0	0
NM_001207073	FAM181A	0	0	0	0	0	0	0	0	0
NM_001207072	FAM181A	0	0	0	0	0	0	0	0	0
NM_001202429	ASB2	0.295311958	0.397635728	0.308209479	2.135288239	1.772096753	1.886864185	0.341814518	0.251973957	0.246793896
NM_016150	ASB2	0.315519631	0.401242733	0.380117565	2.32703042	1.806606412	1.978645802	0.344915152	0.273818076	0.282236904
NR_024182	LINC00521	0	0	0	0.024525499	0.05245864	0.026559005	0	0	0
NR_024183	LINC00521	0	0	0	0.02537708	0.054280125	0.027481195	0	0	0
NR_024184	LINC00521	0	0	0	0.037259523	0.079696	0.040348858	0	0	0
NM_023112	OTUB2	0.910559773	0.881392598	0.725402415	2.489980936	2.374366522	2.297947168	0.674957931	0.542788208	0.697025478
NM_020414	DDX24	69.17050934	69.9988327	72.68746185	76.06099701	82.55145264	80.55264282	83.62772369	82.64646149	82.4624939
NM_145249	IFI27L1	10.27000427	12.1711359	10.45606041	8.903203011	9.52172184	8.849944115	12.43074322	11.91144276	13.37471008
NM_206949	IFI27L1	10.32625866	11.64253139	10.39204884	9.160328865	9.037275314	8.458785057	12.71710873	11.68302059	13.20004082
NM_001130080	IFI27	6.187798977	5.56473875	5.584869862	1.09967339	1.097664714	0.396950573	23.91135025	24.28964233	22.45413017
NM_005532	IFI27	6.816686153	6.046788692	6.13488102	1.092926979	1.168854237	0.552321434	26.46187019	27.86092758	25.19364166
NM_032036	IFI27L2	41.17174149	52.30044556	47.41443253	33.77292633	33.29056931	30.95500565	67.27381134	66.25341797	65.35112762
NM_020958	PPP4R4	0.536177099	0.373535395	0.422804564	1.739949346	1.804437637	2.16970253	0.949531138	1.136690021	1.371144056
NM_058237	PPP4R4	1.124059081	1.168422461	1.12028718	3.635404348	3.585856199	3.92353034	2.199520588	1.839504004	2.342193842
NM_001100607	SERPINA10	0	0	0	0	0.047930378	0.048532829	0.022419486	0	0.04316565
NM_016186	SERPINA10	0	0	0	0	0.041423723	0.041944388	0.019375991	0	0.037305817
NM_001756	SERPINA6	0	0	0	0.286563694	0.170262054	0.068960853	0	0.072256088	0
NM_000295	SERPINA1	18.58867836	16.99201584	17.24317169	48.77468109	51.83178711	52.81878281	17.40281296	15.75241089	16.32707024
NM_001002235	SERPINA1	17.54789352	16.38214684	16.37392998	44.25369263	47.05807114	48.50188065	16.3433075	14.81112099	15.5474596
NM_001002236	SERPINA1	16.73576164	15.45163155	15.54747009	42.63765335	45.44067001	46.18755722	15.53192329	14.33118153	14.71785069
NM_001127700	SERPINA1	17.36218071	16.209692	16.21614265	43.76237869	46.58281326	48.02679825	16.15644073	14.6584301	15.39797115
NM_001127701	SERPINA1	16.65941238	15.38212299	15.490798	42.35448837	45.16745758	45.96822739	15.43491364	14.23882771	14.65163326
NM_001127702	SERPINA1	17.5736866	16.22318077	16.35277367	44.5616684	47.56616211	48.48749161	16.32219124	14.97665501	15.46648407
NM_001127703	SERPINA1	16.82195473	15.53121185	15.6275444	42.78928757	45.58747864	46.38127518	15.59831715	14.37414551	14.78056049
NM_001127704	SERPINA1	16.83640671	15.54455376	15.64096832	42.82604218	45.62664032	46.42111969	15.61171722	14.38649273	14.79325771
NM_001127705	SERPINA1	16.75006676	15.46483803	15.56075954	42.67409515	45.47950745	46.22703171	15.54519749	14.34343052	14.7304306
NM_001127706	SERPINA1	17.75592041	16.39035606	16.50712395	45.0464592	48.03746796	48.95276642	16.50503159	15.1281023	15.61203289
NM_001127707	SERPINA1	17.7720623	16.40525627	16.52212906	45.08741379	48.08113861	48.99726868	16.5200367	15.14185429	15.62622643
NM_001080451	SERPINA11	0	0	0	0	0	0	0	0	0
NM_001042518	SERPINA9	0	0	0	0	0	0	0	0	0
NM_175739	SERPINA9	0	0	0	0	0	0	0	0	0
NM_173850	SERPINA12	0.023439862	0	0.023104494	0	0	0	0.023061283	0	0
NM_006215	SERPINA4	0	0	0	0.085802339	0.091763154	0.061944366	0	0	0
NM_000624	SERPINA5	0.826864541	0.843497396	0.652027249	0.40655449	0.500018239	0.44026354	0.36607942	0.345975906	0.313260347
NM_001085	SERPINA3	0.151916847	0.090715744	0.08984597	1.55365181	1.022514701	1.52069521	0.358711749	0.339012831	0.517987728
NR_015340	SERPINA13P	0	0	0	0	0	0	0	0	0
NM_173849	GSC	0.446934521	0.566115081	0.280343592	0	0	0.04326728	0.439716041	0.36267817	0.230894461
NM_001195573	DICER1	7.888467789	8.849197388	8.769151688	10.98941898	10.66208076	10.91017628	8.690471649	8.052042961	8.60136795
NM_030621	DICER1	7.874350071	8.805844307	8.670166969	10.95038509	10.66726398	10.94227505	8.677203178	8.074118614	8.599596977
NM_177438	DICER1	7.836142063	8.743824959	8.618288994	10.86297989	10.58936214	10.84260178	8.606795311	8.00389576	8.548284531
NM_001271282	DICER1	7.496041775	8.838687897	8.522562027	11.58792973	11.88275814	11.8238039	9.030107498	8.53857708	8.744994164
NR_036131	MIR3173	0	0	0	0	0	0	0	0	0
NR_015415	DICER1-AS1	1.323549628	1.856114268	0.830208063	0.769086719	0.822516322	1.025052071	0.947034836	0.939779043	1.481500983
NM_024734	CLMN	0.852521598	0.935190439	0.896345735	1.300357342	1.530163169	1.472733378	0.876030326	0.849765599	0.918700397
NR_026779	LINC00341	6.432151318	7.831621647	7.183224201	2.624263287	2.392785072	2.149605751	8.129127502	7.577730179	7.453105927
NM_152592	SYNE3	7.464011192	7.29631567	7.996976852	4.627291679	4.374762535	4.649666786	8.28678894	8.887829781	7.767970562
NR_001459	SNHG10	15.54623413	13.01395798	13.78426266	20.85972977	18.527071	19.41750908	11.75724888	12.52333832	10.56162739
NR_003138	SNHG10	11.80024433	10.12583923	10.90293026	16.03717613	15.13045406	15.16322899	9.35559082	9.648122787	8.4464674
NR_003002	SCARNA13	2.108053446	2.272841692	2.251049995	6.391702175	8.128991127	6.360447407	2.938175201	1.960110664	3.161294699
NM_016417	GLRX5	88.32687378	83.22530365	89.09635925	141.7874298	150.9868164	141.4621887	101.5527954	102.7886353	102.998909
NR_028288	TCL6	0	0	0	0	0	0	0.014372334	0	0
NM_004918	TCL1B	0	0	0	0	0	0	0.0815254	0.046229023	0
NM_001098725	TCL1A	0	0	0	0	0	0	0	0	0
NM_021966	TCL1A	0	0	0	0	0	0	0	0	0
NR_049726	TCL1A	0	0	0	0	0	0	0	0	0
NR_038861	LINC00617	0	0	0	0	0	0	0	0	0
NM_001252507	C14orf132	5.485234261	4.964542866	5.117890835	3.063481569	3.376806259	3.032549381	6.462180614	6.234072208	6.462380409
NM_000623	BDKRB2	0.034531496	0.022911292	0	0.373527378	0.47210905	0.379982978	0	0	0.021803949
NM_000710	BDKRB1	0	0	0	0	0.039051652	0	0	0	0
NM_018036	ATG2B	4.047922611	4.9166646	4.31178093	4.126108646	4.257119179	3.916646004	4.453597546	4.17664814	4.493520737
NM_016472	GSKIP	17.27178001	16.16601181	17.41629601	13.78981018	15.55893707	14.11185265	18.23451614	16.66378593	18.52802467
NM_152327	AK7	0.614848971	0.597349465	0.447324067	0.547037601	0.338708013	0.436501324	0.619321287	0.424690634	0.513017178
NM_001252006	PAPOLA	22.62171745	21.18038177	21.96489334	24.94000244	25.98707771	24.51404953	24.60787773	25.38911438	25.61032295
NM_001252007	PAPOLA	19.09006691	17.94524765	18.5018425	20.96310425	22.08325577	20.74386787	20.67859077	21.37841988	21.62888145
NM_032632	PAPOLA	70.78135681	71.92227173	75.36151123	83.17996979	90.36333466	85.67305756	79.53090668	78.63095856	79.43720245
NM_003384	VRK1	27.71487999	28.5709343	29.75099373	32.60974121	36.03868866	32.98750305	33.29563522	32.66467667	33.23526764
NR_033943	LOC100129345	0	0	0	0	0	0	0	0	0
NR_015430	C14orf64	0	0	0	0	0	0	0	0	0
NM_182560	C14orf177	0	0	0	0	0	0	0	0	0
NM_022898	BCL11B	0.019064546	0.044271957	0.025055701	0.631162226	0.641593635	0.622588933	0.025008842	0.028362557	0.030094439
NM_138576	BCL11B	0.018544937	0.049217504	0.024372805	0.632196128	0.637109101	0.612202942	0.024327222	0.02758953	0.029274207
NM_032233	SETD3	31.4982338	30.14947891	32.97670364	38.04748154	41.35919952	39.08237076	38.59287643	38.09422302	39.4499321
NM_199123	SETD3	24.54301262	23.61969376	25.68929291	29.31356049	33.40924454	30.62960434	30.62335587	28.70308685	29.67238617
NM_001099402	CCNK	34.12812805	31.12427521	33.34747314	33.35985565	34.93657303	35.7902565	37.15164948	38.65878296	36.46751785
NM_001144995	CCDC85C	15.46996307	14.21778488	15.05549717	18.3874855	17.89997864	16.72794914	16.65327644	16.56727409	16.25771523
NM_001127258	HHIPL1	0.19535929	0.222203806	0.09628208	0.082332574	0.05870156	0	0.137288585	0.155699149	0.145381704
NM_032425	HHIPL1	0.172688335	0.214831769	0.085108787	0.021226941	0.068104826	0	0.084949613	0.048170727	0.08177942
NR_049883	MIR5698	0	0	0	0	0	0	0	0	0
NM_006668	CYP46A1	0	0	0.022926513	0	0	0.0247688	0.022883635	0	0
NM_001008707	EML1	0.737468958	0.712680519	0.547821879	0.136631995	0.123643398	0.182105467	1.335447431	1.204470634	1.275487542
NM_004434	EML1	0.746887684	0.721782744	0.554818511	0.138377011	0.125222549	0.18443127	1.3525033	1.219853759	1.29177773
NM_016337	EVL	3.960229874	3.836950779	3.567499399	1.960069299	1.517014503	1.759512544	4.283314705	4.184655666	4.347029209
NM_206918	DEGS2	0.034384027	0	0.067784145	0.033812024	0.036160994	0.036615513	0.033828691	0	0.065132506
NM_003403	YY1	39.88520813	34.14894867	35.56680298	37.53552246	35.30168152	33.32400131	32.96979141	31.40184784	33.04570007
NM_001039355	SLC25A29	14.53363609	13.49061871	13.68274593	13.87091923	12.24065018	11.33087921	12.99535561	13.3051815	12.33663368
NR_029906	MIR345	0	0	0	0	0	0	0	0	0
NM_207117	SLC25A47	0.027876262	0	0	0	0	0	0	0	0
NM_004184	WARS	39.16357422	37.92667007	40.07273483	38.26497269	40.51811981	40.67064285	55.35746765	54.10863876	53.38680267
NM_173701	WARS	42.78846359	41.30123901	43.87691879	42.00521088	44.5222702	44.59838104	59.46524048	58.76647568	57.55570602
NM_213645	WARS	43.35821915	41.91483307	44.69006729	41.96863174	44.86383438	44.82810211	59.44984436	59.12435913	58.18757248
NM_213646	WARS	39.45637131	38.27555847	40.5774498	37.99420547	40.57751846	40.63228607	55.08282471	54.14155197	53.70207596
NM_001161476	WDR25	3.835633516	3.599910975	3.421822309	3.246633768	2.782851934	2.40420413	3.606495142	3.521304131	3.908768415
